No;nama;npsn;bentuk_pendidikan;alamat_jalan;desa_kelurahan;kecamatan;kabupaten;provinsi;status_sekolah
95969;SMP SERI TANJUNG;10643785;SMP;Jl. Merdeka  Km 65 Dusun 5;Seri Tanjung;Kec. Tanjung Batu;Kab. Ogan Ilir;Prov. Sumatera Selatan;SWASTA
95970;SMP ISLAM TERPADU QURROTA AYUN;70058076;SMP;Jl. Raya Burai Simpangan Talang Jawo Rt.08 LK.V;Tanjung Batu;Kec. Tanjung Batu;Kab. Ogan Ilir;Prov. Sumatera Selatan;SWASTA
95971;SMP AZ-ZAWIYAH;10643792;SMP;Jln. Merdeka Km. 53;Tanjung Batu;Kec. Tanjung Batu;Kab. Ogan Ilir;Prov. Sumatera Selatan;SWASTA
95972;SMP BHAKTI SUCI;69774753;SMP;Jln. Kelurahan Tanjung Batu;Tanjung Batu;Kec. Tanjung Batu;Kab. Ogan Ilir;Prov. Sumatera Selatan;SWASTA
95973;SMP NEGERI 1 TANJUNG BATU;10643776;SMP;Jalan Merdeka Km.53;TANJUNG BATU;Kec. Tanjung Batu;Kab. Ogan Ilir;Prov. Sumatera Selatan;NEGERI
95974;SMP ISLAM TERPADU ASTRI AL -IKHLAS;70012702;SMP;JLN. USANG SUNGGING NO.20 DUSUN 01 RT.01;Tanjung Batu Seberang;Kec. Tanjung Batu;Kab. Ogan Ilir;Prov. Sumatera Selatan;SWASTA
95975;SMP IT AMJAIYAH;10648316;SMP;Jalan SD Teladan No.1A;TANJUNG BATU TIMUR;Kec. Tanjung Batu;Kab. Ogan Ilir;Prov. Sumatera Selatan;SWASTA
95976;SMP IT AR RASYID;70035485;SMP;Jl. Pejuang 45 Desa Belanti Kecamatan Tanjung Raja;Belanti;Kec. Tanjung Raja;Kab. Ogan Ilir;Prov. Sumatera Selatan;SWASTA
95977;SMP NEGERI 3 TANJUNG RAJA;10603040;SMP;Jalan Belanti;Belanti;Kec. Tanjung Raja;Kab. Ogan Ilir;Prov. Sumatera Selatan;NEGERI
95978;SMP NEGERI 2 TANJUNGRAJA;10603042;SMP;Jalan Lintas Timur Km. 52 Talang Balai Baru I;Talang Balai Baru I;Kec. Tanjung Raja;Kab. Ogan Ilir;Prov. Sumatera Selatan;NEGERI
95979;SMP MUHAMMADIYAH TANJUNG RAJA;10643775;SMP;Jl Olah Raga No 188;Tanjung Raja;Kec. Tanjung Raja;Kab. Ogan Ilir;Prov. Sumatera Selatan;SWASTA
95980;SMP NEGERI 1 TANJUNGRAJA;10603045;SMP;Jalan Sultan Machmud Badaruddin II Tanjung Raja;Tanjung Raja;Kec. Tanjung Raja;Kab. Ogan Ilir;Prov. Sumatera Selatan;NEGERI
95981;SMP YP PUNCAK GEMILANG;70049931;SMP;Jl. Belanti No.09;Tanjung Raja Barat;Kec. Tanjung Raja;Kab. Ogan Ilir;Prov. Sumatera Selatan;SWASTA
95982;SMP IT SRIWIJAYA;69966167;SMP;JL. MAHMUD BADARUDDIN II;Tanjung Temiang;Kec. Tanjung Raja;Kab. Ogan Ilir;Prov. Sumatera Selatan;SWASTA
95983;SMPN 1 AIR SUGIHAN;10600490;SMP;Jalur 25 Desa Bandarjaya;Bandar Jaya;Kec. Air Sugihan;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95984;SMPN 2 AIR SUGIHAN;10600520;SMP;Desa Kertamukti;Kerta Mukti;Kec. Air Sugihan;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95985;SMPS MUHAMMADIYAH 5 AIR SUGIHAN;10609258;SMP;DESA TIMBULHARJO JALUR 29;Pangkalan Sakti;Kec. Air Sugihan;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
95986;SMPN 3 AIR SUGIHAN;10609236;SMP;Dusun Pangggung Harjo;Rantau Karya;Kec. Air Sugihan;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95987;SMPN 5 AIR SUGIHAN;10646160;SMP;Jalur 29 Blok E RT. 017 RW. 005;Simpang Heran;Kec. Air Sugihan;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95988;SMPS ISLAM TERPADU DARUL KHUKAMAA;70002944;SMP;DESA SRIJAYA BARU;Sri Jaya Baru;Kec. Air Sugihan;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
95989;SMPN 4 AIR SUGIHAN;10646161;SMP;Jalur 23 Desa Sukamulya;Suka Mulya;Kec. Air Sugihan;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95990;SMPN 2 CENGAL;10609233;SMP;Jl. Raya Desa Cengal;Cengal;Kec. Cengal;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95991;SMPN 4 CENGAL;10645856;SMP;Gang Kades Desa Kuala Sungai Jeruju;Kuala Sungai Jeruju;Kec. Cengal;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95992;SMPN 6 CENGAL;10646493;SMP;Desa Kuala Sungai Pasir;Kuala Sungai Pasir;Kec. Cengal;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95993;SMPN 8 CENGAL;69816336;SMP;Jl. Bangun Bersama;Pantai Harapan;Kec. Cengal;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95994;SMPN 3 CENGAL;10645855;SMP;Jl. Raya Desa Parit Raya;PARIT RAYA;Kec. Cengal;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95995;SMPN 1 CENGAL;10600524;SMP;Kampung 2 Desa Sungai Jeruju;Sungai Jeruju;Kec. Cengal;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95996;SMPN 9 CENGAL;69816337;SMP;Desa Sungai Pasir;Sungai Pasir;Kec. Cengal;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95997;SMPN 7 CENGAL;69816334;SMP;Desa Sungai Somor;Sungai Somor;Kec. Cengal;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95998;SMPN 5 CENGAL;10646219;SMP;JLN RAYA DESA KEBON CABE;Ulak Kedondong;Kec. Cengal;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
95999;SMPN 1 JEJAWI;10600503;SMP;Jl. Raya Kayuagung - Palembang;Jejawi;Kec. Jejawi;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96000;SMPN 3 JEJAWI;10645167;SMP;Jl. Desa Pedu;Pedu;Kec. Jejawi;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96001;SMPN 2 JEJAWI;10600506;SMP;Jl. Raya Desa Sukadarma;Sukadarma;Kec. Jejawi;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96002;SMPN 4 JEJAWI;10646218;SMP;Jl. Raya Kayuagung - Palembang;Talang Cempedak;Kec. Jejawi;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96003;SMPS ISLAM TERPADU BINA INSANI;10645161;SMP;Jalan Letnan Muchtar Saleh No.3;Cinta Raya;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96004;SMPS INFORMATION TECHNOLOGY (IT) PERADABAN KAYUAGUNG;70044460;SMP;JL. VETERAN NO.084 CINTARAJA;Cinta Raya;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96005;SMPN 3 KAYUAGUNG;10600518;SMP;JL. Letda Bustomi Rekap;Jua Jua;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96006;SMPS ISLAM TILAWATIL QUR AN;70052628;SMP;JL. KOPRAL DAHLAN RW.006;Kedaton;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96007;SMPN 5 KAYUAGUNG;10600512;SMP;Jl. Raya Simpang Kijang - SP. Padang;Kijang Ulu;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96008;SMPN 2 KAYUAGUNG;10600488;SMP;Jl. Letnan Sayuti;Kota Raya;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96009;SMPS ILMU AL-QUR AN;10647836;SMP;Jl. Lintas Timur No.1 Villa Kudamas;Muara Baru;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96010;SMPN 6 KAYUAGUNG;10608929;SMP;Jl. Sersan Dahlan Daud;Paku;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96011;SMPS BAIT AL-QUR AN;10648291;SMP;Jalan sepucuk No 333;Perigi;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96012;SMPN 1 KAYUAGUNG;10600492;SMP;Jl. Letkol. Pol H. Nawawi;Sidareksa;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96013;SMPS ISLAM TERPADU MADANI;70034917;SMP;JL. SMA NEGERI 4 RT.002 RW.011;Tanjung Rancing;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96014;SMPS DARUSSALAM KAYUAGUNG;10609256;SMP;Jl. Tanjung Rancing Belakang Pemda;TANJUNG RANCING;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96015;SMPN 4 KAYUAGUNG;10600515;SMP;Jl. Teloko Kayuagung - Palembang;Tanjung Serang;Kec. Kota Kayu Agung;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96016;SMPS AL HIDAYAH;10609245;SMP;JL. INTIM DS. BUMIARJO LEMPUING;BUMI ARJO;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96017;SMPN 8 LEMPUING;69987473;SMP;Blok D Desa Bumi Arjo Kec. Lempuing;Bumi Arjo;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96018;SMPS BERDIKARI;10609249;SMP;Jl. Raden Fatah Ds. Bumi Arjo;BUMI ARJO;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96019;SMPN 5 LEMPUING;10646066;SMP;Jl. Jalur III Desa Cahya Bumi;Cahya Bumi;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96020;SMPS CENDEKIA;69996179;SMP;JL. Lintas Timur Dusun V Desa Cahya Maju Kec. Lempuing Kab. OKI;Cahya Maju;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96021;SMPS SINAR PEMBANGUNAN 1 CAHYATANI;10609270;SMP;Jl. Raya Dusun 2 CAHYATANI;Cahya Tani;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96022;SMPN 3 LEMPUING;10609240;SMP;Jl. Lintas Timur Blok J;Dabuk Rejo;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96023;SMPS PRIMA TRI BHAKTI AT-TAQWA;70043597;SMP;KEPAHYANG;Kepahyang;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96024;SMPS ISLAM AL - MANAR;69933755;SMP;JL. RAYA KEPAYANG;Kepahyang;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96025;SMPS PLUS SUNAN AMPEL;70059847;SMP;JL. MEKAR JAYA DUSUN III RT.002;Mekar Jaya;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96026;SMPN 4 LEMPUING;10609229;SMP;Desa Suka Mulya;Sukamulya;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96027;SMPN 2 LEMPUING;10600509;SMP;Jl. Kepahyang Desa Sumber Agung Dusun III;Sumber Agung;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96028;SMPS AN-NUR;10645171;SMP;Ds. Tebing Suluh;Tebing Suluh;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96029;SMPN 7 LEMPUING;69893940;SMP;Desa Tugu Agung;Tugu Agung;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96030;SMPN 6 LEMPUING;10646163;SMP;Desa Tugu Agung;Tugu Agung;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96031;SMPS INTEGRAL YUNADI LIL IMAN;70047502;SMP;TUGU JAYA;Tugu Jaya;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96032;SMPS MUHAMMADIYAH LEMPUING;70010210;SMP;JL. PERTAMINA RT.04;Tugu Jaya;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96033;SMPS PLUS YASINDA;70000700;SMP;JL. SEPUNGKUT KM.123 RT.3;Tugu Jaya;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96034;SMPN 1 LEMPUING;10600513;SMP;Jl. Bukit Kampung 1;Tugumulyo;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96035;SMPS ISLAM TERPADU UNGGULAN INDONESIA;69988042;SMP;JL. LINTAS TIMUR KM. 134;Tugumulyo;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96036;SMPS ISLAM CENDIKIA DARUSSALAM;69954446;SMP;JL. LINTAS TIMUR KM.135;Tugumulyo;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96037;SMPS ISLAM TERPADU CIPTA INSAN CENDIKIA;69830588;SMP;Jl. Lintas Timur, 600 Barat Pasar Tugumulyo;Tugumulyo;Kec. Lempuing;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96038;SMPN 1 LEMPUING JAYA;10600525;SMP;Jl. Lintas Timur Km. 116;Lubuk Seberuk;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96039;SMPS ASSHIDDIQIYAH;10609248;SMP;Jalan Lintas Timur Lubuk Seberuk;LUBUK SEBERUK;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96040;SMPS BUDI LUHUR;70047066;SMP;LUBUK SEBERUK;Lubuk Seberuk;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96041;SMPN 2 LEMPUING JAYA;10609237;SMP;Jl. Lintas Timur Km. 110 Muara Burnai 1;Muara Burnai;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96042;SMPS ISLAM AL FALAH;70040061;SMP;JL. LINTAS TIMUR KM.106 BLOK R.6;Muara Burnai;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96043;SMPS NURUL IMAN;10609260;SMP;Jalan Lintas Timur Km.112;MUARA BURNAI II;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96044;SMPS BUDI UTOMO;10609252;SMP;Jl. Lintas Timur Km. 112 Desa Muara Burnai 2;Muara Burnai Ii;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96045;SMPS TELADAN;10609272;SMP;Dusun II Rt. 05;Muara Burnai Ii;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96046;SMPS PEMBANGUNAN 2 BAMBU KUNING;10609261;SMP;Jl. Lintas Sawit Km. 08 Desa Mukti Sari;MUKTI SARI;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96047;SMPS SINAR PEMBANGUNAN 2 RANTAU DURIAN 1;10609271;SMP;Jl. Puncak No. 17 Margo Mulyo;Rantau Durian;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96048;SMPS QUR AN BAITURROHMAN;70038069;SMP;JL. MASJID JAMI BAITURROHMAN;Rantau Durian;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96049;SMPS SINAR PEMBANGUNAN II;10609271;SMP;JL. RAYA DESA RANTAU DURIAN 1;RANTAU DURIAN 1;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96050;SMPN 4 LEMPUING JAYA;69816331;SMP;Jl. Poros Desa Rantau Durian 2;Rantau Durian Ii;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96051;SMPS DHARMA BHAKTI;10609254;SMP;Jl.Rambutan Rt.10 Dusun II;Sukamaju;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96052;SMPS PLUS DARUL ULUM;69867941;SMP;JL. BAMBU KUNING DESA SUNGAI BELIDA;Sungai Belida;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96053;SMPS DHARMA BAKTI LEMPUING;10609231;SMP;Jl. Flamboyan Desa Tania Makmur;Tania makmur;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96054;SMPN 3 LEMPUING JAYA;10609231;SMP;Jl. Flamboyan;Tania Makmur;Kec. Lempuing Jaya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96055;SMPN 4 MESUJI;10645857;SMP;Jl. Desa Jaya Bhakti;Jaya Bhakti;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96056;SMPS PGRI KALI DERAS;10609266;SMP;JL. DESA KALI DERAS;KALI DERAS;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96057;SMPN 8 MESUJI;10648163;SMP;Jl. Poros Desa Labuhan Jaya;Labuhan Jaya;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96058;SMPS ISLAM PBUQ;70000013;SMP;BLOK B MAKARTI MULYA;Makarti Mulya;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96059;SMPN 2 MESUJI;10609241;SMP;Jl. Poros Mesuji Unit III Blok E;Makarti Mulya;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96060;SMPN 6 MESUJI;10647799;SMP;Jl. Poros PKS MBJ Blok F;Margo Bhakti;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96061;SMPN 5 MESUJI;10646492;SMP;Desa Pagar Dewa;Pagar Dewa;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96062;SMPN 7 MESUJI;10647801;SMP;Jl. Krio Hamid;Pematang Panggang;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96063;SMPS ISLAM AL-MU AWANAH;69866102;SMP;BLOK A DUSUN I SUKA MUKTI;Suka Mukti;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96064;SMPS MUKHTAR SYAFA AT;69971841;SMP;DUSUN III BLOK C DESA SUKA MUKTI KEC. MESUJI KAB. OKI;Suka Mukti;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96065;SMPN 3 MESUJI;10609230;SMP;Jl. Desa Sumber Deras;Sumber Deras;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96066;SMPN 1 MESUJI;10600491;SMP;Jl. Lintas Timur Blok D Surya Adi;Suryaadi;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96067;SMPS PLUS AL HUDA;70039846;SMP;JL. LINTAS TIMUR BLOK I;Suryaadi;Kec. Mesuji;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96068;SMPN 6 MESUJI MAKMUR;10645850;SMP;Jl. Desa Beringin Jaya;Beringin Jaya;Kec. Mesuji Makmur;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96069;SMPN 4 MESUJI MAKMUR;10609244;SMP;Jl. Pematang Panggang - Belitang;Cahaya Mas;Kec. Mesuji Makmur;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96070;SMPN 1 MESUJI MAKMUR;10600489;SMP;Desa Catur Tunggal;Catur Tunggal;Kec. Mesuji Makmur;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96071;SMPN 5 MESUJI MAKMUR;10645849;SMP;Jl. Desa Gading Sari;Gading Sari;Kec. Mesuji Makmur;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96072;SMPN 3 MESUJI MAKMUR;10609242;SMP;Jl. Sersan Dahlan Effendi;Kampung Baru;Kec. Mesuji Makmur;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96073;SMPN 9 MESUJI MAKMUR;10646496;SMP;JL. Desa Karya Jaya Dusun II;Karya Jaya;Kec. Mesuji Makmur;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96074;SMPN 7 MESUJI MAKMUR;10646168;SMP;Desa Mesuji Jaya;Mesuji Jaya;Kec. Mesuji Makmur;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96075;SMPN 2 MESUJI MAKMUR;10600510;SMP;Jl. Desa Pematang Jaya PP. III/B;Pematang Jaya;Kec. Mesuji Makmur;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96076;SMPS PGRI PEMATANG JAYA;10609268;SMP;DUSUN III RT 1 RW 3;Pematang Jaya;Kec. Mesuji Makmur;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96077;SMPN 8 MESUJI MAKMUR;10646495;SMP;Jl. Raya Tegalsari Blok E;Tegal Sari;Kec. Mesuji Makmur;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96078;SMPN 6 MESUJI RAYA;10646249;SMP;Jl. Poros Desa Balian RT/RW 01/04;Balian;Kec. Mesuji Raya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96079;SMPN 9 MESUJI RAYA;10648249;SMP;Jl. Garuda no. 500;Balian Makmur;Kec. Mesuji Raya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96080;SMPS WIDYA KARYA;10609273;SMP;Jl. Garuda No. 500;BALIAN MAKMUR;Kec. Mesuji Raya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96081;SMPN 8 MESUJI RAYA;10647793;SMP;Desa Bumi Makmur;Bumi Makmur;Kec. Mesuji Raya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96082;SMPN 4 MESUJI RAYA SATU ATAP;10609226;SMP;Jl. Poros Desa Embacang Dusun 2;Embacang;Kec. Mesuji Raya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96083;SMPN 3 MESUJI RAYA;10609243;SMP;Jl. Flamboyan G4;Gedung Rejo;Kec. Mesuji Raya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96084;SMPS DARUL FALAH KEMANG INDAH;10609255;SMP;Jl. Bani Isroil Desa Kemang Indah;Kemang Indah;Kec. Mesuji Raya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96085;SMPN 2 MESUJI RAYA;10600514;SMP;Jl. Desa Mulya Jaya C2;Mulya Jaya;Kec. Mesuji Raya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96086;SMPN 5 MESUJI RAYA;10646220;SMP;Desa Rotan Mulya;Rotan Mulya;Kec. Mesuji Raya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96087;SMPN 7 MESUJI RAYA;10647796;SMP;Mesuji Raya;Sumber Baru;Kec. Mesuji Raya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96088;SMPN 1 MESUJI RAYA;10600519;SMP;Jl. Mangku Bumi Desa Sumbu Sari RT 02 RW 05;Sumbu Sari;Kec. Mesuji Raya;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96089;SMPN 1 PAMPANGAN;10600482;SMP;Jl. Raya Pampangan No.321;Pampangan;Kec. Pampangan;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96090;SMPN 1 TERBUKA PAMPANGAN;10646253;SMP;Jl. Raya Desa Pampangan;Pampangan;Kec. Pampangan;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96091;SMPS SYABAB AL-FATIH;69930360;SMP;JL. RAYA SRIMULYA;SRI MULYA;Kec. Pampangan;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96092;SMPN 2 PAMPANGAN;10600511;SMP;Jl. Raya Desa Ulak Kemang;Ulak Kemang;Kec. Pampangan;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96093;SMPN 3 PANGKALAN LAMPAM;10646606;SMP;JL. Raya Desa Darat;Darat;Kec. Pangkalan Lapam;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96094;SMPN 1 PANGKALAN LAMPAM;10600505;SMP;Jl. Desa Lebung Batang;Lebung Batang;Kec. Pangkalan Lapam;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96095;SMPN 4 PANGKALAN LAMPAM;69816333;SMP;Desa Pulawan;Pulawan;Kec. Pangkalan Lapam;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96096;SMPN 2 PANGKALAN LAMPAM;10609228;SMP;JL. Raya Desa Rambai;Rambai;Kec. Pangkalan Lapam;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96097;SMPN 5 PANGKALAN LAMPAM SATU ATAP;69893939;SMP;Desa Rimba Samak;Rimba Samak;Kec. Pangkalan Lapam;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96098;SMPS CIPTA MANDIRI PEDAMARAN;10609253;SMP;Desa Burnai Timur, Kec. Pedamaran, Kab. Ogan Komering Ilir, Sumatera Selatan;Burnai Timur;Kec. Pedamaran;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96099;SMPN 1 PEDAMARAN;10600483;SMP;Jl. Sersan Dahlan;Menang Raya;Kec. Pedamaran;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;NEGERI
96100;SMPS PERSATUAN PEDAMARAN;10609263;SMP;Jl Sersan Dahlan Pedamaran;Menang Raya;Kec. Pedamaran;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96101;SMPS IT AL-MUMTAAZAH;69972227;SMP;JL. PAHLAWAN;Menang Raya;Kec. Pedamaran;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
96102;SMPS PGRI PEDAMARAN;10609267;SMP;Jl. Letda Bustoni Rekap Pedamaran Vi;Pedamaran Vi;Kec. Pedamaran;Kab. Ogan Komering Ilir;Prov. Sumatera Selatan;SWASTA
